Indicator,Group,State,Subgroup,Time Period Label,Time Period End Date,Value
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,July 16 - July 21,07/21/2020,41.3
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,July 16 - July 21,07/21/2020,41
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,July 16 - July 21,07/21/2020,42.9
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,July 16 - July 21,07/21/2020,40.9
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,July 16 - July 21,07/21/2020,40
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,July 16 - July 21,07/21/2020,41.6
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,July 16 - July 21,07/21/2020,39.6
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,July 16 - July 21,07/21/2020,32
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,July 16 - July 21,07/21/2020,42.6
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,July 16 - July 21,07/21/2020,35.1
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,July 16 - July 21,07/21/2020,38.1
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,July 16 - July 21,07/21/2020,46.5
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,July 16 - July 21,07/21/2020,37.5
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,July 16 - July 21,07/21/2020,33.9
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,July 16 - July 21,07/21/2020,30.3
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,July 16 - July 21,07/21/2020,41.4
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,July 16 - July 21,07/21/2020,41.6
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,July 16 - July 21,07/21/2020,47.4
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,July 16 - July 21,07/21/2020,40
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,July 16 - July 21,07/21/2020,38.2
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,July 16 - July 21,07/21/2020,41.6
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,July 16 - July 21,07/21/2020,35.1
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,July 16 - July 21,07/21/2020,40.9
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,July 16 - July 21,07/21/2020,41
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,July 16 - July 21,07/21/2020,34.6
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,July 16 - July 21,07/21/2020,42.2
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,July 16 - July 21,07/21/2020,45.7
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,July 16 - July 21,07/21/2020,46
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,July 16 - July 21,07/21/2020,39.4
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,July 16 - July 21,07/21/2020,35.9
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,July 16 - July 21,07/21/2020,41.6
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,July 16 - July 21,07/21/2020,26.9
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,July 16 - July 21,07/21/2020,34.2
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,July 16 - July 21,07/21/2020,36
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,July 16 - July 21,07/21/2020,34.8
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,July 16 - July 21,07/21/2020,31.6
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,July 16 - July 21,07/21/2020,25.8
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,July 16 - July 21,07/21/2020,21.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,July 16 - July 21,07/21/2020,39.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,July 16 - July 21,07/21/2020,33.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,July 16 - July 21,07/21/2020,35.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,July 16 - July 21,07/21/2020,35
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,July 16 - July 21,07/21/2020,30.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,July 16 - July 21,07/21/2020,28.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,July 16 - July 21,07/21/2020,31.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,July 16 - July 21,07/21/2020,28.8
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,July 16 - July 21,07/21/2020,40
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,July 16 - July 21,07/21/2020,28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,July 16 - July 21,07/21/2020,32.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,July 16 - July 21,07/21/2020,22.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,July 16 - July 21,07/21/2020,30.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,July 16 - July 21,07/21/2020,32.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,July 16 - July 21,07/21/2020,34.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,July 16 - July 21,07/21/2020,29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,July 16 - July 21,07/21/2020,32.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,July 16 - July 21,07/21/2020,29
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,July 16 - July 21,07/21/2020,32.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,July 16 - July 21,07/21/2020,33.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,July 16 - July 21,07/21/2020,32.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,July 16 - July 21,07/21/2020,30.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,July 16 - July 21,07/21/2020,34.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,July 16 - July 21,07/21/2020,29.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,July 16 - July 21,07/21/2020,33.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,July 16 - July 21,07/21/2020,32.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,July 16 - July 21,07/21/2020,33.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,July 16 - July 21,07/21/2020,25.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,July 16 - July 21,07/21/2020,36.7
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,July 16 - July 21,07/21/2020,28.3
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,July 16 - July 21,07/21/2020,32.1
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,July 16 - July 21,07/21/2020,39.5
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,July 16 - July 21,07/21/2020,28.6
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,July 16 - July 21,07/21/2020,28.6
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,July 16 - July 21,07/21/2020,24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,July 16 - July 21,07/21/2020,30.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,July 16 - July 21,07/21/2020,32.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,July 16 - July 21,07/21/2020,35.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,July 16 - July 21,07/21/2020,30.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,July 16 - July 21,07/21/2020,27.5
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,July 16 - July 21,07/21/2020,33.5
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,July 16 - July 21,07/21/2020,27
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,July 16 - July 21,07/21/2020,35.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,July 16 - July 21,07/21/2020,33.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,July 16 - July 21,07/21/2020,25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,July 16 - July 21,07/21/2020,30.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,July 16 - July 21,07/21/2020,36.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,July 16 - July 21,07/21/2020,39
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,July 16 - July 21,07/21/2020,31.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,July 16 - July 21,07/21/2020,24.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,July 16 - July 21,07/21/2020,36.7
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,July 22 - Aug 18,08/18/2020,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,July 22 - Aug 18,08/18/2020,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,July 22 - Aug 18,08/18/2020,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,July 22 - Aug 18,08/18/2020,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,July 22 - Aug 18,08/18/2020,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,July 22 - Aug 18,08/18/2020,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,July 22 - Aug 18,08/18/2020,0
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,Aug 19 - Aug 31,08/31/2020,34
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,Aug 19 - Aug 31,08/31/2020,36.5
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,Aug 19 - Aug 31,08/31/2020,38.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,Aug 19 - Aug 31,08/31/2020,38
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,Aug 19 - Aug 31,08/31/2020,33.2
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,Aug 19 - Aug 31,08/31/2020,30.1
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,Aug 19 - Aug 31,08/31/2020,22.3
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,Aug 19 - Aug 31,08/31/2020,32.2
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,Aug 19 - Aug 31,08/31/2020,39.9
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,Aug 19 - Aug 31,08/31/2020,37
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,Aug 19 - Aug 31,08/31/2020,31.8
"Delayed Medical Care, Last 4 Weeks",By State,California,California,Aug 19 - Aug 31,08/31/2020,38.9
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,Aug 19 - Aug 31,08/31/2020,33.9
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,Aug 19 - Aug 31,08/31/2020,36.3
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,Aug 19 - Aug 31,08/31/2020,32.6
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Aug 19 - Aug 31,08/31/2020,46.8
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,Aug 19 - Aug 31,08/31/2020,38.4
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,Aug 19 - Aug 31,08/31/2020,34.9
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,Aug 19 - Aug 31,08/31/2020,38.5
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,Aug 19 - Aug 31,08/31/2020,27.7
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,Aug 19 - Aug 31,08/31/2020,35.1
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,Aug 19 - Aug 31,08/31/2020,34
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,Aug 19 - Aug 31,08/31/2020,31.9
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,Aug 19 - Aug 31,08/31/2020,31
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,Aug 19 - Aug 31,08/31/2020,33.5
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,Aug 19 - Aug 31,08/31/2020,31.5
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,Aug 19 - Aug 31,08/31/2020,40.2
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,Aug 19 - Aug 31,08/31/2020,37
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Aug 19 - Aug 31,08/31/2020,39.9
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,Aug 19 - Aug 31,08/31/2020,34.2
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,Aug 19 - Aug 31,08/31/2020,34.4
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,Aug 19 - Aug 31,08/31/2020,32.7
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,Aug 19 - Aug 31,08/31/2020,33.1
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,Aug 19 - Aug 31,08/31/2020,28.8
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,Aug 19 - Aug 31,08/31/2020,29.6
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,Aug 19 - Aug 31,08/31/2020,35.8
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Aug 19 - Aug 31,08/31/2020,32.9
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,Aug 19 - Aug 31,08/31/2020,35.7
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,Aug 19 - Aug 31,08/31/2020,40.3
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,Aug 19 - Aug 31,08/31/2020,35.2
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,Aug 19 - Aug 31,08/31/2020,32
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,Aug 19 - Aug 31,08/31/2020,25.4
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,Aug 19 - Aug 31,08/31/2020,31.7
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Aug 19 - Aug 31,08/31/2020,31.4
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,Aug 19 - Aug 31,08/31/2020,38.2
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Aug 19 - Aug 31,08/31/2020,32.8
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Aug 19 - Aug 31,08/31/2020,34
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,Aug 19 - Aug 31,08/31/2020,28.2
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,Aug 19 - Aug 31,08/31/2020,24.5
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,Aug 19 - Aug 31,08/31/2020,32.9
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,Aug 19 - Aug 31,08/31/2020,36.4
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,Aug 19 - Aug 31,08/31/2020,28.4
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,Aug 19 - Aug 31,08/31/2020,32.4
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,Aug 19 - Aug 31,08/31/2020,35.2
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,Aug 19 - Aug 31,08/31/2020,36.1
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,Aug 19 - Aug 31,08/31/2020,28.4
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Aug 19 - Aug 31,08/31/2020,30.4
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,Aug 19 - Aug 31,08/31/2020,27.2
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,July 22 - Aug 18,08/18/2020,0
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,July 22 - Aug 18,08/18/2020,0
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,July 22 - Aug 18,08/18/2020,0
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,July 22 - Aug 18,08/18/2020,0
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,July 22 - Aug 18,08/18/2020,0
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,July 22 - Aug 18,08/18/2020,0
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,July 22 - Aug 18,08/18/2020,0
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,Aug 19 - Aug 31,08/31/2020,24
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,Aug 19 - Aug 31,08/31/2020,26.5
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,Aug 19 - Aug 31,08/31/2020,28.1
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,Aug 19 - Aug 31,08/31/2020,29.5
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,Aug 19 - Aug 31,08/31/2020,24.3
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,Aug 19 - Aug 31,08/31/2020,19.9
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,Aug 19 - Aug 31,08/31/2020,14.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,Aug 19 - Aug 31,08/31/2020,26.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,Aug 19 - Aug 31,08/31/2020,30.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,Aug 19 - Aug 31,08/31/2020,28.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,Aug 19 - Aug 31,08/31/2020,21.5
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,Aug 19 - Aug 31,08/31/2020,27.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,Aug 19 - Aug 31,08/31/2020,25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,Aug 19 - Aug 31,08/31/2020,25.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,Aug 19 - Aug 31,08/31/2020,22.5
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Aug 19 - Aug 31,08/31/2020,27
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,Aug 19 - Aug 31,08/31/2020,29.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,Aug 19 - Aug 31,08/31/2020,26.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,Aug 19 - Aug 31,08/31/2020,26.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,Aug 19 - Aug 31,08/31/2020,22.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,Aug 19 - Aug 31,08/31/2020,26.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,Aug 19 - Aug 31,08/31/2020,24
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,Aug 19 - Aug 31,08/31/2020,21.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,Aug 19 - Aug 31,08/31/2020,22.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,Aug 19 - Aug 31,08/31/2020,24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,Aug 19 - Aug 31,08/31/2020,26.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,Aug 19 - Aug 31,08/31/2020,26.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,Aug 19 - Aug 31,08/31/2020,23.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Aug 19 - Aug 31,08/31/2020,25.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,Aug 19 - Aug 31,08/31/2020,27
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,Aug 19 - Aug 31,08/31/2020,23.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,Aug 19 - Aug 31,08/31/2020,26
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,Aug 19 - Aug 31,08/31/2020,22.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,Aug 19 - Aug 31,08/31/2020,20.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,Aug 19 - Aug 31,08/31/2020,20.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,Aug 19 - Aug 31,08/31/2020,26
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Aug 19 - Aug 31,08/31/2020,23.4
