Indicator,Group,State,Subgroup,Phase,Time Period Label,Value
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,"3,9","Jul 26 - Aug 7, 2023",26.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,"3,9","Jul 26 - Aug 7, 2023",24.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,"3,9","Jul 26 - Aug 7, 2023",36.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Ohio,Ohio,"3,9","Jul 26 - Aug 7, 2023",30.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oklahoma,Oklahoma,"3,9","Jul 26 - Aug 7, 2023",34.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oregon,Oregon,"3,9","Jul 26 - Aug 7, 2023",27.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Pennsylvania,Pennsylvania,"3,9","Jul 26 - Aug 7, 2023",26.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Rhode Island,Rhode Island,"3,9","Jul 26 - Aug 7, 2023",23.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Carolina,South Carolina,"3,9","Jul 26 - Aug 7, 2023",35.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Dakota,South Dakota,"3,9","Jul 26 - Aug 7, 2023",30.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Tennessee,Tennessee,"3,9","Jul 26 - Aug 7, 2023",28.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Texas,Texas,"3,9","Jul 26 - Aug 7, 2023",28.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Utah,Utah,"3,9","Jul 26 - Aug 7, 2023",29.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Vermont,Vermont,"3,9","Jul 26 - Aug 7, 2023",26.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Virginia,Virginia,"3,9","Jul 26 - Aug 7, 2023",23.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Washington,Washington,"3,9","Jul 26 - Aug 7, 2023",30.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,West Virginia,West Virginia,"3,9","Jul 26 - Aug 7, 2023",37.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wisconsin,Wisconsin,"3,9","Jul 26 - Aug 7, 2023",27.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wyoming,Wyoming,"3,9","Jul 26 - Aug 7, 2023",30.1
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,18 - 29 years,"3,9","Jul 26 - Aug 7, 2023",4.6
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,30 - 39 years,"3,9","Jul 26 - Aug 7, 2023",5.9
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,40 - 49 years,"3,9","Jul 26 - Aug 7, 2023",7.1
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,50 - 59 years,"3,9","Jul 26 - Aug 7, 2023",7.2
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,60 - 69 years,"3,9","Jul 26 - Aug 7, 2023",5.4
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,70 - 79 years,"3,9","Jul 26 - Aug 7, 2023",4.2
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,80 years and above,"3,9","Jul 26 - Aug 7, 2023",4.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Alabama,Alabama,"3,9","Jul 26 - Aug 7, 2023",7.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Alaska,Alaska,"3,9","Jul 26 - Aug 7, 2023",7.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Arizona,Arizona,"3,9","Jul 26 - Aug 7, 2023",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Arkansas,Arkansas,"3,9","Jul 26 - Aug 7, 2023",6.5
"Currently experiencing long COVID, as a percentage of all adults",By State,California,California,"3,9","Jul 26 - Aug 7, 2023",4.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Colorado,Colorado,"3,9","Jul 26 - Aug 7, 2023",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Connecticut,Connecticut,"3,9","Jul 26 - Aug 7, 2023",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Delaware,Delaware,"3,9","Jul 26 - Aug 7, 2023",5.7
"Currently experiencing long COVID, as a percentage of all adults",By State,District of Columbia,District of Columbia,"3,9","Jul 26 - Aug 7, 2023",3.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Florida,Florida,"3,9","Jul 26 - Aug 7, 2023",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Georgia,Georgia,"3,9","Jul 26 - Aug 7, 2023",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Hawaii,Hawaii,"3,9","Jul 26 - Aug 7, 2023",3.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Idaho,Idaho,"3,9","Jul 26 - Aug 7, 2023",9.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Illinois,Illinois,"3,9","Jul 26 - Aug 7, 2023",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Indiana,Indiana,"3,9","Jul 26 - Aug 7, 2023",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Iowa,Iowa,"3,9","Jul 26 - Aug 7, 2023",5.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Kansas,Kansas,"3,9","Jul 26 - Aug 7, 2023",5.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Kentucky,Kentucky,"3,9","Jul 26 - Aug 7, 2023",8.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Louisiana,Louisiana,"3,9","Jul 26 - Aug 7, 2023",5.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Maine,Maine,"3,9","Jul 26 - Aug 7, 2023",7.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Maryland,Maryland,"3,9","Jul 26 - Aug 7, 2023",4.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Massachusetts,Massachusetts,"3,9","Jul 26 - Aug 7, 2023",5.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Michigan,Michigan,"3,9","Jul 26 - Aug 7, 2023",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Minnesota,Minnesota,"3,9","Jul 26 - Aug 7, 2023",3.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Mississippi,Mississippi,"3,9","Jul 26 - Aug 7, 2023",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Missouri,Missouri,"3,9","Jul 26 - Aug 7, 2023",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Montana,Montana,"3,9","Jul 26 - Aug 7, 2023",8.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Nebraska,Nebraska,"3,9","Jul 26 - Aug 7, 2023",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Nevada,Nevada,"3,9","Jul 26 - Aug 7, 2023",6.8
"Currently experiencing long COVID, as a percentage of all adults",By State,New Hampshire,New Hampshire,"3,9","Jul 26 - Aug 7, 2023",6.4
"Currently experiencing long COVID, as a percentage of all adults",By State,New Jersey,New Jersey,"3,9","Jul 26 - Aug 7, 2023",7.2
"Currently experiencing long COVID, as a percentage of all adults",By State,New Mexico,New Mexico,"3,9","Jul 26 - Aug 7, 2023",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,New York,New York,"3,9","Jul 26 - Aug 7, 2023",6.2
"Currently experiencing long COVID, as a percentage of all adults",By State,North Carolina,North Carolina,"3,9","Jul 26 - Aug 7, 2023",4.7
"Currently experiencing long COVID, as a percentage of all adults",By State,North Dakota,North Dakota,"3,9","Jul 26 - Aug 7, 2023",7.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Ohio,Ohio,"3,9","Jul 26 - Aug 7, 2023",6.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Oklahoma,Oklahoma,"3,9","Jul 26 - Aug 7, 2023",7.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Oregon,Oregon,"3,9","Jul 26 - Aug 7, 2023",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Pennsylvania,Pennsylvania,"3,9","Jul 26 - Aug 7, 2023",5.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Rhode Island,Rhode Island,"3,9","Jul 26 - Aug 7, 2023",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,South Carolina,South Carolina,"3,9","Jul 26 - Aug 7, 2023",8.2
"Currently experiencing long COVID, as a percentage of all adults",By State,South Dakota,South Dakota,"3,9","Jul 26 - Aug 7, 2023",7.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Tennessee,Tennessee,"3,9","Jul 26 - Aug 7, 2023",5.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Texas,Texas,"3,9","Jul 26 - Aug 7, 2023",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Utah,Utah,"3,9","Jul 26 - Aug 7, 2023",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Vermont,Vermont,"3,9","Jul 26 - Aug 7, 2023",5.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Virginia,Virginia,"3,9","Jul 26 - Aug 7, 2023",4.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Washington,Washington,"3,9","Jul 26 - Aug 7, 2023",6.5
"Currently experiencing long COVID, as a percentage of all adults",By State,West Virginia,West Virginia,"3,9","Jul 26 - Aug 7, 2023",9.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Wisconsin,Wisconsin,"3,9","Jul 26 - Aug 7, 2023",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Wyoming,Wyoming,"3,9","Jul 26 - Aug 7, 2023",6.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,18 - 29 years,"3,9","Jul 26 - Aug 7, 2023",81.9
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,30 - 39 years,"3,9","Jul 26 - Aug 7, 2023",83.4
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,40 - 49 years,"3,9","Jul 26 - Aug 7, 2023",77.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,50 - 59 years,"3,9","Jul 26 - Aug 7, 2023",80.4
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,60 - 69 years,"3,9","Jul 26 - Aug 7, 2023",78.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,70 - 79 years,"3,9","Jul 26 - Aug 7, 2023",79.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,80 years and above,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alabama,Alabama,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alaska,Alaska,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arizona,Arizona,"3,9","Jul 26 - Aug 7, 2023",80.4
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arkansas,Arkansas,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,California,California,"3,9","Jul 26 - Aug 7, 2023",75.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Colorado,Colorado,"3,9","Jul 26 - Aug 7, 2023",84.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Connecticut,Connecticut,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Delaware,Delaware,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,District of Columbia,District of Columbia,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Florida,Florida,"3,9","Jul 26 - Aug 7, 2023",80.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Georgia,Georgia,"3,9","Jul 26 - Aug 7, 2023",79.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Hawaii,Hawaii,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Idaho,Idaho,"3,9","Jul 26 - Aug 7, 2023",79.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Illinois,Illinois,"3,9","Jul 26 - Aug 7, 2023",84.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Indiana,Indiana,"3,9","Jul 26 - Aug 7, 2023",80.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Iowa,Iowa,"3,9","Jul 26 - Aug 7, 2023",76.6
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kansas,Kansas,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kentucky,Kentucky,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Louisiana,Louisiana,"3,9","Jul 26 - Aug 7, 2023",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maine,Maine,"3,9","Jul 26 - Aug 7, 2023",79.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maryland,Maryland,"3,9","Jul 26 - Aug 7, 2023",80.0
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Massachusetts,Massachusetts,"3,9","Jul 26 - Aug 7, 2023",81.4
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Michigan,Michigan,"3,9","Jul 26 - Aug 7, 2023",69.6
